alpha,val_accuracy,val_macro_precision,val_macro_recall,val_macro_f1
0.01,0.6972477064220184,0.6944444444444443,0.6935286935286934,0.690436468214246
0.1,0.6972477064220184,0.6944444444444443,0.6935286935286934,0.690436468214246
0.5,0.6972477064220184,0.6944444444444443,0.6935286935286934,0.690436468214246
1.0,0.6972477064220184,0.6944444444444443,0.6935286935286934,0.690436468214246
2.0,0.6972477064220184,0.6944444444444443,0.6935286935286934,0.690436468214246
5.0,0.6972477064220184,0.6944444444444443,0.6935286935286934,0.690436468214246
10.0,0.6972477064220184,0.6944444444444443,0.6935286935286934,0.690436468214246
