alpha,train_acc,val_acc,val_f1
0.01,0.631578947368421,0.7,0.6923205477422346
0.1,0.631578947368421,0.7,0.6923205477422346
0.5,0.631578947368421,0.7,0.6923205477422346
1.0,0.631578947368421,0.7,0.6923205477422346
2.0,0.631578947368421,0.7,0.6923205477422346
5.0,0.6296296296296297,0.7,0.6923205477422346
10.0,0.631578947368421,0.7,0.6923205477422346
